Orthogroup	DMKU3.1042	W29	s288c
OG0002122	W0TCS4	A0A1H6PI67	Q08235
OG0002123	W0TFJ1	A0A1H6PL17	Q06493
OG0002124	W0TF60	A0A1D8N5C4	P54781
OG0002125	W0T7J0	A0A1D8NJ81	P38759
OG0002126	W0TD10	A0A1H6PLE4	P22224
OG0002127	W0TE24	A0A1D8NEQ6	Q12496
OG0002128	W0TB54	A0A1D8NI67	P32387
OG0002129	W0TER9	A0A1D8NE40	Q03722
OG0002130	W0TIG7	A0A1H6PVG7	Q12749
OG0002131	W0TF81	A0A1D8NER5	P47158
OG0002132	W0T4B1	A0A1D8NJF0	P36046
OG0002133	W0TBT0	A0A1H6PT42	Q07457
OG0002134	W0T916	A0A1H6Q0M3	Q3E793
OG0002135	W0TH92	A0A1D8NAC2	Q12181
OG0002136	W0TCY6	A0A1D8NJK3	P11412
OG0002137	W0TGQ7	A0A1D8NHW8	P25046
OG0002138	W0T6I5	A0A1D8N6M1	Q03337
OG0002139	W0TIG2	A0A1H6PGX7	Q06708
OG0002140	W0T6Q9	A0A1H6PHU8	P25332
OG0002141	W0TGH6	A0A1D8NLB9	Q10740
OG0002142	W0TDF9	A0A1D8N7B7	Q04958
OG0002143	W0TG54	A0A1H6PS05	Q06835
OG0002145	W0T4Q4	A0A1D8N8E4	P38132
OG0002146	W0TK04	A0A1H6PQF2	P03965
OG0002147	W0TBM8	A0A1D8N9X5	Q08271
OG0002148	W0TF90	A0A1D8NGB7	P36081
OG0002149	W0T4G5	A0A1H6PLE0	P38208
OG0002150	W0T8U0	A0A1D8NMS5	P32471
OG0002151	W0TBF0	A0A1D8NGU4	P36064
OG0002152	W0T5P0	A0A1D8NE68	P36059
OG0002153	W0TEP5	A0A1D8NC64	P41811
OG0002154	W0T2Y2	A0A1H6Q7V2	Q03655
OG0002155	W0T9H1	A0A1D8NIF1	P25554
OG0002156	W0T5H9	A0A1D8NGM5	P38326
OG0002157	W0T3R1	A0A1H6PX99	P36160
OG0002158	W0TK81	A0A1D8NQQ1	O60200
OG0002159	W0TEP9	A0A1D8NKL3	P48445
OG0002160	W0T877	A0A1D8N898	P35189
OG0002161	W0TDB5	A0A1D8NJ48	P40555
OG0002162	W0T7G1	A0A1D8N578	P07143
OG0002163	W0TG00	A0A1H6PJY1	P29055
OG0002164	W0TDW7	A0A1H6PLV3	Q06680
OG0002165	W0TBC5	A0A1D8N4P3	P53292
OG0002166	W0TBW8	A0A1D8NNR5	P23201
OG0002167	W0THZ8	A0A1D8NE02	P20095
OG0002168	W0T621	A0A1H6Q7Z4	Q06389
OG0002169	W0TBR4	A0A1H6Q2J6	P53257
OG0002170	W0TFU9	A0A1D8N6Y1	P36525
OG0002171	W0T339	A0A1D8NNK1	P32381
OG0002172	W0T8I0	A0A1H6Q3Y0	P11747
OG0002173	W0T8D8	A0A1D8NPS9	P25515
OG0002175	W0TFE6	A0A1H6Q488	P38713
OG0002176	W0TEX1	A0A1D8NC55	P38250
OG0002177	W0T868	A0A1D8N4C4	Q08231
OG0002178	W0TAX7	A0A1D8N6W2	Q12090
OG0002179	W0T7H2	A0A1H6PQ75	P47118
OG0002180	W0T883	A0A1D8NJU7	P53598
OG0002181	W0T518	A0A1D8NKP2	P32316
OG0002182	W0TA46	A0A1D8N6R1	P53937
OG0002183	W0T2G6	A0A1D8NA14	P32911
OG0002184	W0T3E2	A0A1D8N7X2	P04046
OG0002185	W0T9D0	A0A1D8N684	P40454
OG0002186	W0TBZ7	A0A1D8N5H2	P43321
OG0002187	W0T840	A0A1D8NPL4	P53276
OG0002188	W0TEK0	A0A1D8N8H0	P19097
OG0002189	W0T7J8	A0A1D8N797	P22215
OG0002190	W0T9T1	A0A1H6PR29	P32621
OG0002191	W0T893	A0A1D8NH37	P38285
OG0002192	W0TBP6	A0A1D8N849	P32892
OG0002193	W0T4K6	A0A1D8N679	P38764
OG0002194	W0T9X8	A0A1D8NPK7	P13099
OG0002195	W0TCX5	A0A1H6Q9J3	P53860
OG0002196	W0TID3	A0A1D8N6G8	P38264
OG0002197	W0T6U8	A0A1D8N680	P18962
OG0002198	W0TDY1	A0A1D8N554	P39937
OG0002199	W0TE72	A0A1H6PZ52	P38145
OG0002200	W0T9M6	A0A1D8NFH1	P39077
OG0002201	W0TCC7	A0A1H6Q3T0	Q08193
OG0002202	W0TAI7	A0A1D8NM88	P23639
OG0002203	W0TFC0	A0A1D8NMH2	O13297
OG0002204	W0T9F7	A0A1D8NLQ3	P25656
OG0002205	W0TAZ2	A0A1D8N5T0	P39683
OG0002206	W0TFX7	A0A1D8NHE8	Q12057
OG0002207	W0TAA1	A0A1H6PJ09	Q06247
OG0002208	W0T7G7	A0A1H6PVA9	P36040
OG0002209	W0T9U2	A0A1D8NJ55	P25639
OG0002210	W0TGT7	A0A1D8NJK4	P30775
OG0002211	W0T6P1	A0A1D8NL43	P42837
OG0002213	W0T828	A0A1H6PWW7	P37303
OG0002214	W0TBR8	A0A1H6PNC3	P57743
OG0002215	W0THZ2	A0A1H6PQ30	P40066
OG0002216	W0TDT0	A0A1D8NED7	P48569
OG0002217	W0TGN3	A0A1D8NDJ9	Q12000
OG0002218	W0T5E0	A0A1D8NAK7	P06785
OG0002219	W0TFW2	A0A1D8NGC4	Q12482
OG0002220	W0TFE7	A0A1D8N3Y5	P32790
OG0002221	W0TH63	A0A1D8NCZ0	P15367
OG0002222	W0T7B2	A0A1H6Q5M0	P36146
OG0002223	W0TI51	A0A1H6Q5Z1	P15703
OG0002224	W0TE02	A0A1D8NNT3	P32469
OG0002225	W0T9S8	A0A1H6PX44	P40217
OG0002226	W0TEG7	A0A1D8NQN4	P23644
OG0002227	W0THS6	A0A1D8NAJ0	P48526
OG0002228	W0THW6	A0A1H6PS11	Q12314
OG0002229	W0T502	A0A1D8NNX6	Q01448
OG0002230	W0T440	A0A1D8NIC5	P39968
OG0002231	W0TDE1	A0A1H6PK19	P53388
OG0002232	W0TEZ2	A0A1D8NHH4	P32873
OG0002233	W0T613	A0A1D8NJE0	Q06411
OG0002234	W0T884	A0A1D8N3R8	Q02260
OG0002235	W0TEY6	A0A1D8NMS9	P30822
OG0002236	W0TEN5	A0A1D8NKK7	P53127
OG0002237	W0TGY0	A0A1H6PU19	P53305
OG0002238	W0T5D3	A0A1H6Q5U4	Q08954
OG0002239	W0TDC0	A0A1D8NIQ4	P38741
OG0002240	W0TC09	A0A1D8NM68	P52910
OG0002241	W0T8R3	A0A1D8N906	P13393
OG0002242	W0TA16	A0A1H6Q7Q3	P38374
OG0002243	W0TBK2	A0A1H6Q435	P40579
OG0002244	W0T8K3	A0A1D8N4C8	Q08689
OG0002245	W0TJZ4	A0A1D8NNU2	Q00245
OG0002246	W0TJU9	A0A1H6PNI1	P02309
OG0002247	W0TF39	A0A1D8N3K7	Q03308
OG0002248	W0TEW0	A0A1D8N804	P08018
OG0002249	W0T2D8	A0A1D8N6C9	P53843
OG0002250	W0TB91	A0A1H6PYC9	P40413
OG0002251	W0T6T4	A0A1D8NMV2	Q03516
OG0002252	W0TEA9	A0A1H6PH86	P40051
OG0002253	W0T3X1	A0A1D8N8C1	P38636
OG0002254	W0TCA6	A0A1H6Q8F2	Q12042
OG0002255	W0TCS3	A0A1H6PY26	P39721
OG0002256	W0T9Y7	A0A1D8NEX6	P40053
OG0002257	W0T5J0	A0A1D8N6D6	P40343
OG0002258	W0TEV1	A0A1D8N7Z5	P27697
OG0002259	W0THJ1	A0A1D8NHN1	P50947
OG0002260	W0TDF2	A0A1H6PU62	Q02648
OG0002261	W0T6I8	A0A1H6Q524	P07807
OG0002262	W0THR4	A0A1D8NQ46	Q12339
OG0002263	W0T5E2	A0A1D8NM71	Q08208
OG0002264	W0T5K5	A0A1D8NQS3	P39960
OG0002265	W0TCM0	A0A1D8NKC1	P46675
OG0002266	W0T3G4	A0A1D8NHC5	P24521
OG0002267	W0THM2	A0A1H6PXE2	Q05080
OG0002268	W0TAX8	Q6H9R8	Q08962
OG0002269	W0TGM4	A0A1H6PPB7	P80210
OG0002270	W0T5E7	A0A1H6PXB8	Q12080
OG0002271	W0TH51	A0A1D8NGF4	Q04673
OG0002273	W0TG28	A0A1D8NNT4	P23180
OG0002274	W0TGT9	A0A1H6PJK1	Q02771
OG0002275	W0T638	A0A1D8NJM0	P42836
OG0002276	W0T9L4	A0A1D8NQM1	Q08685
OG0002277	W0T6J5	A0A1H6PJQ9	P12904
OG0002278	W0TDF3	A0A1D8NAA4	Q03018
OG0002279	W0T9M0	A0A1D8NFC9	Q08687
OG0002280	W0T926	A0A1D8NAJ3	P36521
OG0002281	W0TE84	A0A1H6PQD0	P42942
OG0002282	W0T8F2	A0A1D8NGW7	P43123
OG0002283	W0T7J6	A0A1H6PMM5	Q05911
OG0002284	W0TE27	A0A1D8NEG3	Q08004
OG0002285	W0T9M1	A0A1H6Q3N4	P36421
OG0002286	W0T8S6	A0A1H6Q609	P53978
OG0002287	W0T9K0	A0A1D8NIS1	Q01519
OG0002288	W0T2Z0	A0A1H6Q7Y5	P39533
OG0002289	W0TFE9	A0A1D8NAL8	P53916
OG0002290	W0T9P5	A0A1D8NMS4	P32565
OG0002291	W0T978	A0A1H6Q040	Q08641
OG0002292	W0T656	A0A1D8NMN8	P23968
OG0002293	W0T2L1	A0A1D8NAV8	Q99186
OG0002294	W0T6V4	A0A1H6PX41	Q06217
OG0002295	W0TGN1	A0A1D8NBF5	P53861
OG0002296	W0T7Q7	A0A1D8N4Y0	Q08287
OG0002297	W0TH68	A0A1D8NHC9	P87108
OG0002298	W0TFE1	A0A1H6PPB8	P38628
OG0002299	W0T5M6	A0A1D8NIF4	P32505
OG0002300	W0T8T2	A0A1D8NFD8	P43577
OG0002301	W0T800	Q6L8F1	P16603
OG0002302	W0T958	A0A1D8N952	P52490
OG0002303	W0TCZ8	A0A1D8NIZ4	P38074
OG0002304	W0TD39	A0A1D8N8M9	Q12680
OG0002305	W0T902	A0A1D8NKQ8	P20449
OG0002306	W0T4R4	A0A1D8NAV1	P32832
OG0002308	W0THF0	A0A1D8NL91	P33303
OG0002309	W0T5X7	A0A1D8NJ23	P40357
OG0002310	W0T6R5	A0A1D8N756	Q03390
OG0002311	W0T2S0	A0A1D8NPN1	Q06315
OG0002312	W0T7J4	A0A1D8NJE3	P06844
OG0002313	W0T9R4	A0A1D8NM52	Q01855
OG0002314	W0TB98	A0A1D8NH87	P33202
OG0002315	W0TEV6	A0A1D8N493	P32318
OG0002316	W0TCT2	A0A1H6PY21	Q04081
OG0002317	W0T966	A0A1D8ND08	P04161
OG0002318	W0TDA8	A0A1H6Q4Q1	Q01590
OG0002319	W0T528	A0A1D8NEA0	P25615
OG0002320	W0TGK0	A0A1D8NPB9	Q06706
OG0002321	W0T8J3	A0A1H6PWI4	P48582
OG0002322	W0TD26	A0A1D8NMZ2	P53045
OG0002323	W0T9V2	A0A1D8N835	P53011
OG0002324	W0T359	A0A1H6PR62	P22354
OG0002325	W0T8M0	A0A1D8NQ41	P15179
OG0002326	W0TFD3	A0A1D8NGM1	P41819
OG0002327	W0TGU3	A0A1D8N3R7	P37254
OG0002328	W0T890	A0A1D8NMU8	P33313
OG0002329	W0TEX6	A0A1H6Q6K1	P38066
OG0002330	W0TAB5	A0A1H6PWT1	P32363
OG0002331	W0TF16	A0A1D8NE18	P47048
OG0002332	W0TC45	A0A1H6PKS2	Q12344
OG0002333	W0T600	A0A1D8NM74	P31385
OG0002334	W0TBI8	A0A1H6Q0A4	P40858
OG0002335	W0TF50	A0A1D8NKY4	P30657
OG0002336	W0T4Z0	A0A1H6PSX0	P46677
OG0002337	W0T2Z6	A0A1H6PHU5	P25359
OG0002338	W0T3K6	A0A1H6Q4X3	P0C074
OG0002339	W0T4U3	A0A1D8NKB8	P39707
OG0002340	W0T9S3	A0A1D8N5Z5	P25635
OG0002341	W0T8Q4	A0A1D8NK04	Q07623
OG0002342	W0TGE0	A0A1H6PZA8	Q07540
OG0002343	W0T752	A0A1D8NC57	P53146
OG0002344	W0T5K8	A0A1H6Q030	Q03697
OG0002345	W0TE50	A0A1D8NHR9	P07259
OG0002346	W0T7J3	A0A1D8NGK0	Q02196
OG0002347	W0TBF5	A0A1H6Q682	P52553
OG0002348	W0THF3	A0A1D8NMT8	O75012
OG0002349	W0T9Q8	A0A1D8NHU8	Q12150
OG0002351	W0TCL2	A0A1H6PWF1	Q06078
OG0002352	W0TH53	A0A1H6Q5D7	Q06344
OG0002353	W0TDG0	A0A1D8NJG0	P51534
OG0002354	W0TGD5	A0A1D8NBU8	P19735
OG0002355	W0T778	A0A1D8N822	P40360
OG0002356	W0T755	A0A1D8NHV1	P19541
OG0002357	W0TB69	A0A1D8NET3	Q06132
OG0002358	W0T491	A0A1D8N3E3	P29029
OG0002359	W0TDK6	A0A1D8NEI8	P08638
OG0002360	W0TES4	A0A1D8NIU8	Q04082
OG0002361	W0TF59	A0A1D8N9J9	P47051
OG0002362	W0TG74	A0A1D8NF86	Q12094
OG0002363	W0TDE4	A0A1D8NPL6	Q03201
OG0002364	W0TDI9	A0A1H6PQG1	P28737
OG0002365	W0TE80	A0A1D8NCG8	P34216
OG0002366	W0T6Y2	A0A1D8N5Z9	Q05863
OG0002367	W0T3M6	A0A1H6Q9F0	P46995
OG0002368	W0TIX3	A0A1D8NLJ5	Q05787
OG0002369	W0TEG1	A0A1H6PVE2	P33203
OG0002370	W0TBC3	A0A1D8NF11	P53264
OG0002371	W0T581	A0A1H6PIB0	Q04013
OG0002372	W0TB79	A0A1D8NLW7	P15496
OG0002373	W0T5C4	A0A1D8NMI9	P29295
OG0002374	W0T428	A0A1D8NMD5	P39904
OG0002375	W0T8I2	A0A1D8N645	P38304
OG0002376	W0TFM7	A0A1D8NQ18	P38356
OG0002377	W0T4L8	A0A1H6PV96	P40210
OG0002378	W0T8R7	A0A1D8N7R8	Q12447
OG0002379	W0TCK2	A0A1D8NF40	P25335
OG0002380	W0TBU6	A0A1D8NCL0	P53217
OG0002381	W0TA25	A0A1D8NK15	Q06063
OG0002382	W0TAE2	A0A1H6PYU4	P53722
OG0002383	W0TFB2	A0A1H6PNN8	P53721
OG0002384	W0TDN6	A0A1D8N5F4	P27801
OG0002385	W0TG19	A0A1H6PP29	P27514
OG0002386	W0T7A1	A0A1H6PI78	P53295
OG0002387	W0TCP4	A0A1H6Q2W4	Q03151
OG0002388	W0TG89	A0A1H6PNH2	Q12395
OG0002389	W0TBU4	A0A1D8NGY9	P38335
OG0002390	W0TEJ1	A0A1D8NHU2	P37296
OG0002391	W0T8L2	A0A1D8NE76	P47061
OG0002392	W0T9R1	A0A1D8NIW0	P48525
OG0002393	W0THN2	A0A1D8NNU4	Q04373
OG0002394	W0T8U9	A0A1D8NNA9	P52593
OG0002395	W0T820	A0A1D8NJG9	P09032
OG0002396	W0T754	A0A1D8NLU0	Q04179
OG0002397	W0TF35	A0A1D8NLS1	P53829
OG0002398	W0TAM8	A0A1D8NFQ7	P04821
OG0002399	W0TGS2	A0A1D8NDU3	P32844
OG0002400	W0T470	A0A1H6PP25	P05626
OG0002401	W0T3Q1	A0A1D8N8S6	P06105
OG0002402	W0TBM5	A0A1D8NJ28	P40558
OG0002403	W0THW3	A0A1H6PRY5	P47153
OG0002404	W0T8N3	A0A1H6PKD2	Q02981
OG0002405	W0TA50	A0A1H6QA61	P38887
OG0002406	W0T5K1	A0A1D8N8N1	P49955
OG0002407	W0TEP3	A0A1H6Q5A6	P10663
OG0002408	W0T6S2	A0A1H6PZL4	P53008
OG0002409	W0TFF4	A0A1H6PSH8	P53914
OG0002410	W0T4Q6	A0A1D8NFV7	P36120
OG0002411	W0TDS4	A0A1H6PZR1	P10964
OG0002412	W0TEU3	A0A1D8NJV2	P26637
OG0002413	W0T3J8	A0A1H6PW76	P10081
OG0002414	W0T9B2	A0A1D8N8T6	Q99260
OG0002415	W0T9N2	A0A1D8NBJ3	Q12287
OG0002416	W0TCJ8	A0A1D8NNL2	P22203
OG0002418	W0TF75	A0A1D8N877	P32452
OG0002419	W0TDU9	A0A1D8NNF3	P39709
OG0002420	W0TFI4	A0A1D8N7R3	P05317
OG0002421	W0T781	A0A1D8N7P8	P33400
OG0002422	W0T4E0	A0A1D8NGB3	P38902
OG0002423	W0T536	A0A1D8N9A3	Q04174
OG0002424	W0TH71	A0A1D8NE66	Q07527
OG0002425	W0T5W0	A0A1D8NI84	P33754
OG0002426	W0TA08	A0A1D8NCG1	P25371
OG0002427	W0TH18	A0A1D8NME8	P49018
OG0002428	W0TFS1	A0A1D8N8V5	Q03784
OG0002429	W0T280	A0A1D8NGW6	Q04410
OG0002430	W0T522	A0A1H6PRX6	P32807
OG0002431	W0TD01	A0A1D8NQB2	P25270
OG0002432	W0TD63	A0A1D8N7H6	O14467
OG0002433	W0TAM7	A0A1H6PHP5	P22276
OG0002434	W0T7V9	A0A1D8N7T1	Q05521
OG0002435	W0TFT4	A0A1H6PKF9	Q12291
OG0002436	W0TC24	A0A1D8NBZ7	Q05776
OG0002437	W0T4N6	A0A1D8NNJ1	P41543
OG0002438	W0TDW3	A0A1D8NAL7	P49334
OG0002439	W0TCH1	A0A1D8N9A4	P35184
OG0002440	W0THD6	A0A1D8NE95	P40312
OG0002441	W0T7P6	A0A1D8N5T3	P40085
OG0002442	W0TCF0	A0A1D8NKN1	Q06116
OG0002443	W0T5B1	A0A1H6PVZ4	P07236
OG0002444	W0T977	A0A1D8NMD0	P32600
OG0002445	W0TDB1	A0A1H6PWT7	P47014
OG0002446	W0TC02	A0A1H6Q0G1	P53239
OG0002447	W0TIQ0	A0A1H6PUF8	P18544
OG0002448	W0TED8	A0A1H6PZG0	P32366
OG0002449	W0T8R8	A0A1D8NCC9	P53889
OG0002450	W0T480	A0A1D8N720	P48363
OG0002451	W0TA85	A0A1D8NEM5	Q04183
OG0002452	W0TBI2	A0A1D8N788	P39014
OG0002453	W0T9G7	A0A1D8NE89	Q06163
OG0002454	W0TED5	A0A1H6PLN9	P41910
OG0002455	W0T9B8	A0A1D8N8G0	P53065
OG0002456	W0TIB1	A0A1D8N8S2	P35735
OG0002458	W0T920	A0A1D8NNM7	P50275
OG0002459	W0TBY3	A0A1D8NEF1	Q03771
OG0002460	W0T7X0	A0A1H6Q9A9	P38771
OG0002461	W0T8C9	A0A1D8N9K0	P32629
OG0002462	W0TE46	A0A1D8N565	P43563
OG0002463	W0TDR5	A0A1D8N4U0	Q04002
OG0002464	W0TIT8	A0A1D8NP24	P20486
OG0002466	W0TF37	A0A1H6PHN1	P22353
OG0002467	W0TFP9	A0A1D8NDS3	P53954
OG0002468	W0THQ7	A0A1H6Q3F0	P53158
OG0002469	W0T455	A0A1D8NDP9	P53901
OG0002470	W0TAB3	A0A1D8NPW6	P36088
OG0002471	W0TE16	A0A1D8NQL0	Q04212
OG0002472	W0TDQ8	A0A1H6PVY2	Q3E747
OG0002473	W0TDU8	A0A1D8NDE0	P40157
OG0002474	W0TGS6	A0A1H6PWP7	P53119
OG0002475	W0TIV3	A0A1D8N6D1	Q03219
OG0002476	W0TCU8	A0A1D8NEY8	P53088
OG0002477	W0T7Q5	A0A1D8NQ02	P40098
OG0002478	W0TCX6	A0A1D8N7B3	P32796
OG0002479	W0T4W4	A0A1D8NHF8	P38873
OG0002480	W0T599	A0A1D8NDB7	Q02554
OG0002481	W0T6R4	A0A1D8NKV1	Q03799
OG0002482	W0T6Z7	A0A1D8NQI1	P21339
OG0002483	W0TAR1	A0A1H6PN42	Q12328
OG0002484	W0T7N5	A0A1H6Q3X2	Q01476
OG0002485	W0T3V2	A0A1D8N6P9	P53840
OG0002486	W0TFP0	A0A1H6PSX4	P08019
OG0002487	W0T8Q8	A0A1D8N971	P25637
OG0002488	W0TBW1	A0A1D8NLP5	P48015
OG0002489	W0THF4	A0A1H6Q1P7	P53337
OG0002490	W0T6X1	A0A1H6QA08	P29704
OG0002491	W0T7Z4	A0A1D8N8R0	P46683
OG0002492	W0T961	A0A1D8NCQ0	Q99189
OG0002493	W0TIQ3	A0A1D8N6R0	P40515
OG0002494	W0TAM9	A0A1H6PX82	P38788
OG0002495	W0T3K1	A0A1H6Q668	P39515
OG0002496	W0T5I9	A0A1D8N9R7	P21372
OG0002497	W0T4X6	A0A1D8NHX8	P53326
OG0002498	W0T9K9	A0A1D8N5P9	P53184
OG0002499	W0T5T6	A0A1D8N8S3	P40032
OG0002500	W0T732	A0A1D8NEL1	Q12229
OG0002501	W0T5P8	A0A1H6PTV1	P25294
OG0002502	W0TAG4	A0A1D8NNR1	Q12517
OG0002503	W0T9V1	A0A1D8N597	Q03195
OG0002504	W0TEG3	A0A1D8NHD0	P36076
OG0002505	W0TCR9	A0A1D8NND1	P00817
OG0002506	W0T8A5	A0A1H6Q6I3	Q03290
OG0002507	W0THT9	A0A1D8N890	Q03496
OG0002508	W0TGW1	A0A1D8NA36	O13585
OG0002509	W0T5R0	A0A1D8N9V3	P53096
OG0002510	W0T8N6	A0A1D8N4C1	P53073
OG0002511	W0TEN0	A0A1D8N551	P41696
OG0002512	W0TGE5	A0A1H6PJH2	P53969
OG0002513	W0TJS0	A0A1D8N6L1	Q12433
OG0002514	W0T8A8	A0A1D8N925	P21264
OG0002515	W0TIM9	A0A1D8NHQ8	P33893
OG0002516	W0TE59	A0A1H6Q6E7	P50087
OG0002517	W0T6V6	A0A1D8N5Y1	Q12100
OG0002518	W0T6T0	A0A1D8NME4	P40339
OG0002519	W0T9Y1	A0A1D8NLY6	P38739
OG0002520	W0T4Y0	A0A1D8NPN6	P40340
OG0002521	W0TFN8	A0A1H6Q588	P38065
OG0002522	W0T2M7	A0A1H6PY13	P25573
OG0002523	W0TCH9	A0A1D8NM24	P40546
OG0002524	W0TBF7	A0A1D8NI03	P34758
OG0002525	W0T580	A0A1D8NLK3	Q03525
OG0002526	W0TBY0	A0A1D8NPB5	P21268
OG0002527	W0T6C7	A0A1D8NPL7	P24279
OG0002529	W0TB10	A0A1H6PNY1	P43617
OG0002530	A0A1L7LMC3	S5TF89	P61829
OG0002531	W0T677	A0A1D8NNQ7	P54861
OG0002532	W0T8T5	A0A1D8N489	P25336
OG0002533	W0TGJ8	A0A1H6PN93	O13525
OG0002534	W0TDH1	A0A1D8NEC2	Q04600
OG0002535	W0TFW6	A0A1H6PUP2	P09624
OG0002536	W0T6H3	A0A1D8N6B4	P14306
OG0002537	W0T7G4	A0A1D8NH46	P29340
OG0002538	W0TI03	A0A1D8NQE7	P53720
OG0002539	W0TEF8	A0A1H6QB80	Q03976
OG0002540	W0TDV9	A0A1D8NAL6	P38828
OG0002541	W0T997	A0A1D8NP65	P16622
OG0002542	W0T305	A0A1D8NPC0	P33753
OG0002543	W0T3P3	A0A1H6PWL5	P32472
OG0002544	W0TEN9	A0A1D8N7A5	P38824
OG0002545	W0T870	A0A1D8NCM7	P53101
OG0002546	W0T3A2	A0A1D8NI15	P15807
OG0002547	W0T616	A0A1D8N6T3	P41734
OG0002548	W0T3Z2	A0A1D8N7X7	P53331
OG0002549	W0TEC4	A0A1D8N6B3	P38170
OG0002550	W0TC34	A0A1D8N9X3	P23748
OG0002551	W0TA99	A0A1H6Q7G6	Q12386
OG0002552	W0T934	A0A1D8N691	Q04301
OG0002553	W0T570	A0A1D8NBN0	P49017
OG0002554	W0TFK4	A0A1H6PZX3	P32048
OG0002555	W0T5C9	A0A1D8NEL8	Q06102
OG0002556	W0TB58	A0A1H6PUP3	Q06137
OG0002557	W0TFD5	A0A1D8N5S7	P48234
OG0002558	W0TK65	A0A1D8NBA1	Q08822
OG0002559	W0TCQ4	A0A1D8N7V7	P41920
OG0002560	W0TBJ1	A0A1D8NJX6	P38798
OG0002561	W0TD31	A0A1D8NBK5	P10963
OG0002562	W0T565	A0A1H6PWI3	Q03656
OG0002563	W0T5L7	A0A1D8NGG9	Q06337
OG0002564	W0T9Q4	A0A1D8N3B1	P36151
OG0002565	W0TFH9	A0A1H6Q481	P53220
OG0002566	W0T5U7	A0A1D8NH58	P25345
OG0002567	W0T7M5	A0A1H6PLR4	P53323
OG0002568	W0T4H2	A0A1H6PUN5	Q04991
OG0002569	W0TE35	A0A1D8NJU8	Q12133
OG0002570	W0TEP4	A0A1D8N7V1	P38827
OG0002571	W0TB04	A0A1D8NMY5	P53076
OG0002572	W0TFN3	A0A1D8NPA6	P36051
OG0002573	W0TCQ7	A0A1D8NL17	P53178
OG0002574	W0TGL8	A0A1H6PSX8	P40152
OG0002575	W0T9Z7	A0A1D8NLX7	P38604
OG0002576	W0TAY5	A0A1H6PZ65	Q08548
OG0002577	W0T696	A0A1D8NE58	P24309
OG0002578	W0TGV2	A0A1D8NHU3	P35208
OG0002579	W0TE74	A0A1D8NNU6	P32899
OG0002580	W0TC35	A0A1H6Q2D4	P32770
OG0002581	W0T8B2	A0A1D8NP63	P38249
OG0002582	W0THG3	A0A1D8NI02	P39016
OG0002583	W0T898	A0A1D8N581	P38288
OG0002584	W0TIV7	A0A1H6PNP9	P53378
OG0002585	W0T8L8	A0A1D8N3C7	P29496
OG0002586	W0T6X9	A0A1D8NKP7	P14737
OG0002587	W0TA93	A0A1H6Q0T3	P34230
OG0002588	W0T7D9	A0A1D8NPE4	P38324
OG0002589	W0T9L7	A0A1D8NKI7	P47064
OG0002590	W0T500	A0A1D8NEA8	P38890
OG0002591	W0TH44	A0A1D8N5M4	P48837
OG0002592	W0TFL1	A0A1D8NI85	Q04779
OG0002593	W0T6I7	A0A1D8N7L1	P48415
OG0002594	W0TH13	A0A1H6Q4G9	P52286
OG0002595	W0T5J9	A0A1D8NHN3	Q01477
OG0002596	W0T3S7	A0A1D8NGD5	P04076
OG0002597	W0T7F1	A0A1D8NNM1	Q08446
OG0002598	W0TFC3	A0A1D8N6C5	Q08971
OG0002599	W0T433	A0A1D8N3I5	P37020
OG0002600	W0T8T8	A0A1D8NMB2	P25641
OG0002601	W0TFR8	A0A1D8NKV9	Q99220
OG0002602	W0TCJ4	A0A1D8NQC3	P23394
OG0002603	W0TEV7	A0A1D8N8J0	P36097
OG0002604	W0T5R8	A0A1H6PPE7	Q06624
OG0002605	W0TGW7	A0A1H6PUC6	P50084
OG0002606	W0THU7	A0A1D8N766	P16451
OG0002607	W0T7V1	A0A1D8NAF6	P38920
OG0002608	W0T8X9	A0A1D8NPC7	P38787
OG0002609	W0TC15	A0A1D8NA12	Q05016
OG0002610	W0TCC2	A0A1H6PMT1	P32563
OG0002612	W0TAQ3	A0A1D8NMV4	P05756
OG0002613	W0TCF6	A0A1D8NJT1	P40004
OG0002614	W0TDA5	A0A1D8NQ23	P36100
OG0002615	W0TC32	A0A1D8NNX5	P40094
OG0002616	W0TCG5	A0A1D8N5E8	Q06625
OG0002617	W0TDB7	A0A1D8NL34	Q12156
OG0002618	W0TAI2	A0A1D8NDS4	Q12377
OG0002619	W0T8V7	A0A1H6Q2J0	P36519
OG0002620	W0TAD8	A0A1D8ND17	Q06385
OG0002621	W0T990	A0A1H6PT82	P35190
OG0002622	W0TK09	A0A1H6PZT8	P41818
OG0002623	W0T4B5	A0A1D8N7W0	P36047
OG0002624	W0TFG2	A0A1H6Q2C0	P38221
OG0002625	W0T6A1	A0A1D8NKF9	P43599
OG0002626	W0TFB0	A0A1D8NIZ6	P38274
OG0002627	W0TJ83	A0A1H6PXG3	P38791
OG0002628	W0T6U2	A0A1D8NE86	P36037
OG0002629	W0TDA0	A0A1H6PRF5	Q04767
OG0002630	W0TAQ8	A0A1D8NK99	P31539
OG0002631	W0T8L1	A0A1D8NJM9	Q05924
OG0002632	W0T8D7	A0A1H6Q3J7	P32561
OG0002633	W0T3V6	A0A1D8NIL4	P38865
OG0002634	W0TDS1	A0A1D8NNV9	P38961
OG0002635	W0T665	A0A1D8NMN7	Q12368
